Date,Close,Volume,20ma,50ma,200ma,cross,triple cross,Upper_BB,Lower_BB,Distance_from_Middle,Above_upperbb,Below_lowerbb,RSI_14d,RSI_21d,RSI_Above_70,RSI_Below_30,MACD_cross_above,MACD_cross_below,1m_return_diff_QQQ_IWM,1m_return_diff_QQQ_DIA,high_volumn,Consecutive_Up_Days,Consecutive_Down_Days,Future1M_movement_direction,Future2M_movement_direction,Future15d_movement_direction
2016-01-08,104.01000213623048,69344000,111.01000022888184,112.64419982910157,109.12279987335205,No Cross,No Cross,116.51238126089923,105.50761919686444,-2.5443523637929073,0,1,26.13441754558795,30.420370475604827,0,0,0,0,3.3744340649032427,-0.5213329465683412,1,0,7,-1,1,1
2016-01-11,104.33000183105467,50024100,110.55650024414062,112.45039993286133,109.11894989013672,No Cross,No Cross,116.68853800150484,104.4244624867764,-2.030808895658965,0,1,31.955387081497264,33.34631616195915,0,0,0,0,4.63047831804867,-0.6782554846988198,1,1,0,-1,1,-1
2016-01-12,105.54000091552734,46734200,110.29400024414062,112.28440002441407,109.11904991149902,No Cross,No Cross,116.8207320203733,103.76726846790794,-1.4567779071066267,0,0,31.910699534672162,35.11364037011796,0,0,0,0,5.628337283853358,-0.3927479345969713,1,2,0,-1,1,-1
2016-01-13,101.9000015258789,69870700,109.80750045776367,112.05580001831055,109.09489990234376,No Cross,No Cross,117.29478465523633,102.320216260291,-2.1122475715704594,0,1,22.767383047189,33.7951206378539,0,0,0,0,5.088175241509042,-1.669607420509033,1,0,1,1,1,-1
2016-01-14,104.06999969482422,78445700,109.3955005645752,111.845,109.08724990844726,No Cross,No Cross,117.2029708352503,101.5880302939001,-1.364206506108282,0,0,28.080083563004905,36.85675418714614,0,0,0,0,5.483773706732597,-1.118254031204792,1,1,0,-1,1,-1
2016-01-15,100.83999633789062,91443900,108.73850021362304,111.5615998840332,109.06619987487792,No Cross,No Cross,117.1125177946783,100.36448263256779,-1.886431166230505,0,0,24.107539145615434,31.683173865813316,0,0,0,0,3.6901275238950024,-1.9587775398923988,1,0,1,1,1,-1
2016-01-19,101.05999755859376,56563800,108.17550010681153,111.28239990234376,109.04589984893799,No Cross,No Cross,117.03561406249081,99.31538615113224,-1.606187591674658,0,0,24.901535761650422,28.365702891631727,0,1,0,0,5.114719925491208,-1.7057923293952157,1,1,0,1,1,-1
2016-01-20,100.75,86675000,107.72150001525878,111.0031999206543,109.01974983215332,No Cross,No Cross,117.13773510968723,98.30526492083034,-1.4807404329536749,0,0,18.326312673212954,29.708876134875695,0,1,0,0,3.2943254667468285,-0.8343388749839296,1,0,1,1,1,-1
2016-01-21,100.8499984741211,61660100,107.21149978637695,110.72439987182617,108.99499980926514,No Cross,No Cross,116.96744417915373,97.45555539360016,-1.304128243487294,0,0,19.648085640175836,32.81010257912651,0,0,0,0,2.69201939650927,-1.4463470112547014,1,1,0,1,1,-1
2016-01-22,103.7699966430664,42229800,106.81099967956543,110.52839981079102,108.98064979553223,No Cross,No Cross,116.43402465918166,97.1879746999492,-0.6320264247345427,0,0,31.58851541384702,36.91587618880203,0,0,0,0,2.6609096721598053,-0.9514534170063644,0,2,0,1,1,-1
2016-01-25,102.2300033569336,38881500,106.29199981689453,110.30739990234375,108.95524982452393,No Cross,No Cross,115.71573574737927,96.86826388640979,-0.8620777343348148,0,0,32.8132355471578,33.32169692886859,0,0,0,0,3.670786493624645,-0.13370901323906992,0,0,1,1,1,-1
2016-01-26,103.1500015258789,36143900,105.82000007629395,110.10759994506836,108.93224983215332,No Cross,No Cross,114.85308560957999,96.78691454300791,-0.5911598070396562,0,0,35.923215032290685,33.530638587371584,0,0,0,0,2.633399937922553,-0.8855078850891331,0,1,0,1,1,-1
2016-01-27,100.58000183105467,54524700,105.22250022888184,109.87839996337891,108.89774982452393,No Cross,No Cross,113.96293729320415,96.48206316455953,-1.0623034897825507,0,0,33.58973330685862,30.796292410616232,0,0,0,0,1.685988827450469,-1.4404959328053515,1,0,1,1,1,1
2016-01-28,102.0,47641500,104.60750007629395,109.7216000366211,108.8718998336792,No Cross,No Cross,112.33028027966097,96.88471987292692,-0.6752749677265479,0,0,43.30376866719759,33.86453857229502,0,0,1,0,1.6513900756548008,-0.9268835946170348,1,1,0,1,1,-1
2016-01-29,104.12999725341795,54245100,104.15050010681152,109.57580001831055,108.85334983825683,No Cross,No Cross,110.70887794804119,97.59212226558185,-0.006252416036378244,0,0,50.26430663872127,34.58622133858826,0,0,0,0,1.3671066866696941,-0.9628771518146007,1,2,0,1,1,-1
2016-02-01,104.41000366210938,32750300,103.77800025939942,109.43420013427735,108.83694984436035,No Cross,No Cross,109.24877122246957,98.30722929632927,0.2310472900350702,0,0,50.17652663723998,36.25930868277156,0,0,0,0,2.038119421948437,-0.9091551370186464,0,3,0,1,1,-1
2016-02-02,102.1500015258789,44928100,103.41050033569336,109.20460021972656,108.8176498413086,No Cross,No Cross,108.20901580537543,98.61198486601128,-0.525370322458486,0,0,42.85111638257809,35.32789000018677,0,0,0,0,2.3667673275819876,-1.23609496039243,0,0,1,1,1,1
2016-02-03,101.66000366210938,61572900,103.02800064086914,108.9636003112793,108.78794986724853,No Cross,No Cross,106.99381154689291,99.06218973484536,-0.6898952124428702,0,0,49.41634732167673,37.44394640751152,0,0,0,0,2.4912645045633184,-2.8773619220322733,1,0,2,1,1,1
2016-02-04,101.6500015258789,49321600,102.69750061035157,108.7070002746582,108.75589988708496,Death Cross,No Cross,105.84465649216675,99.55034472853639,-0.6656798225504464,0,0,43.42391583779904,37.66108316314253,0,0,0,0,1.7917505935658546,-3.7563834884315703,1,0,3,1,1,1
2016-02-05,98.12000274658205,70749900,102.36000061035156,108.38640029907226,108.70324989318847,No Cross,No Cross,105.94365940951775,98.77634181118538,-2.3662955104744023,0,1,42.72728570874877,34.87469762368865,0,0,0,0,1.2864056801347168,-5.2840509520149626,1,0,4,1,1,1
2016-02-08,96.62000274658205,91673100,101.99050064086914,108.03780029296875,108.64104991912842,No Cross,No Cross,106.30685546845518,97.6741458132831,-2.4884413394209277,0,1,38.888895253085664,36.958579345005546,0,0,0,1,1.7876571549379054,-5.405868208742847,1,0,5,1,1,1
2016-02-09,96.31999969482422,73778400,101.59000053405762,107.68120025634765,108.5699499130249,No Cross,No Cross,106.44516975302447,96.73483131509077,-2.1708824560206903,0,1,38.90835822024547,37.624711288609234,0,0,0,0,1.898686862946965,-5.901409310785022,1,0,6,1,1,1
2016-02-10,96.69000244140624,59421700,101.14750061035156,107.3288003540039,108.50209991455078,No Cross,No Cross,106.09908788021484,96.19591334048827,-1.800432033612687,0,0,39.72332887405728,37.72493478729875,0,0,0,0,1.8402253076120427,-5.166655440605117,1,1,0,1,1,1
2016-02-11,96.5500030517578,76839200,100.8800006866455,106.97940048217774,108.43464992523194,No Cross,No Cross,106.22299669858965,95.53700467470135,-1.6208126022209581,0,0,29.324186798699742,35.04159861355727,0,0,0,0,2.1877024926354807,-4.126893932593289,1,0,1,1,1,1
2016-02-12,98.0199966430664,49186500,100.57750053405762,106.63660034179688,108.37799991607666,No Cross,No Cross,105.84456868752704,95.3104323805882,-0.9711299783757634,0,0,37.89532242199724,43.04159554014109,0,0,0,0,1.8382460155683358,-4.464540066439993,0,1,0,1,1,1
2016-02-16,100.2300033569336,40565900,100.54700088500977,106.3522004699707,108.34099994659424,No Cross,No Cross,105.81473341633217,95.27926835368736,-0.12035445087284745,0,0,42.184162396576426,43.123215276278664,0,0,1,0,1.8034020238645088,-3.6206660093072944,0,2,0,1,1,1
2016-02-17,102.5,41766500,100.61900100708007,106.1520004272461,108.30824993133545,No Cross,No Cross,105.95517622330803,95.28282579085212,0.7049989615032064,0,0,55.22306218411495,53.07864278235277,0,0,0,0,2.3156066769378203,-2.6796922193139565,0,3,0,1,1,1
2016-02-18,101.33000183105467,38991500,100.64800109863282,105.87580047607422,108.26874992370605,No Cross,No Cross,105.99347000202147,95.30253219524417,0.25516965667483943,0,0,48.15223941395489,50.48370545440426,0,0,0,0,2.0420716548019913,-3.2919356855985233,0,0,1,1,1,1
2016-02-19,101.62999725341795,28257900,100.68700103759765,105.61600036621094,108.23964992523193,No Cross,No Cross,106.0500279350782,95.3239741401171,0.35166566711172076,0,0,42.331289779328,51.57705678596692,0,0,0,0,1.3548983628336888,-3.0224538494382007,0,1,0,1,1,1
2016-02-22,103.27999877929688,23979100,100.66250114440918,105.38900039672852,108.22249992370605,No Cross,No Cross,105.97042062243082,95.35458166638753,0.9862612444389558,0,0,46.802475948190924,54.125638686769584,0,0,0,0,2.363835796943714,-2.1102474116386216,0,2,0,1,1,1
2016-02-23,101.58000183105467,29869700,100.63000106811523,105.16280044555664,108.19364994049073,No Cross,No Cross,105.90536910923578,95.35463302699469,0.3601647337339705,0,0,48.33430763104746,46.121155268649105,0,0,0,0,0.7546817321800625,-2.8937683450962037,0,0,1,1,1,1
2016-02-24,102.5500030517578,40739100,100.60000114440918,104.94580047607423,108.16294994354249,No Cross,No Cross,105.82157921310744,95.37842307571091,0.7469013703111235,0,0,52.52984529545146,50.57845217050235,0,0,0,0,0.025018462767223415,-2.218847962142967,0,1,0,1,1,1
2016-02-25,103.55999755859376,29389300,100.74900093078614,104.80120040893554,108.13939994812011,No Cross,No Cross,106.1356379702975,95.36236389127478,1.043692607164273,0,0,55.13716297159969,50.73873179357906,0,0,0,0,-0.7479250754531153,-3.0218705202927687,0,2,0,1,1,1
2016-02-26,103.43000030517578,30925000,100.82050094604492,104.63720046997071,108.11764995574951,No Cross,No Cross,106.3139581502582,95.32704374183163,0.9500390235604181,0,0,67.47861105725701,55.63018492321318,0,0,0,0,-1.297896856760139,-1.5539940103985295,0,0,1,1,1,1
2016-02-29,102.5,27553900,100.73900108337402,104.44100051879883,108.09014995574951,No Cross,No Cross,106.07173907807086,95.40626308867718,0.6604483169348313,0,0,70.10944694148148,51.00725253795793,0,0,0,0,-2.4519098477413626,-2.346065555798782,0,0,2,1,1,1
2016-03-01,105.79000091552734,37699800,100.80800094604493,104.27720046997071,108.07119995117188,No Cross,No Cross,106.37145441197123,95.24454748011863,1.7909738977758922,0,0,76.88815757550537,53.19477277732914,0,0,0,0,0.09454858472364158,-0.6273085803412126,0,1,0,1,1,1
2016-03-02,105.83000183105467,29209800,100.99200096130372,104.14740051269531,108.05244995117188,No Cross,No Cross,106.97028580495534,95.0137161176521,1.61852470943684,0,0,76.446782714813,52.75835024802948,0,0,0,0,-2.620313083957093,-0.8230812411717858,0,2,0,1,1,1
2016-03-03,105.62999725341795,25474600,101.19050064086915,104.06340042114257,108.030299949646,No Cross,No Cross,107.51574189664406,94.86525938509423,1.4037398521346738,0,0,76.18223793078705,57.347966224453714,0,0,0,0,-3.172056145523362,-2.6050996672510873,0,0,1,1,1,1
2016-03-04,105.66999816894533,31655400,101.39150047302246,103.95580032348633,108.0089499282837,No Cross,No Cross,108.02614564852752,94.7568552975174,1.289744238838567,0,0,74.04149413409218,58.631070263353735,0,0,0,0,-4.083691664174305,-2.4211279024306753,0,1,0,1,1,1
2016-03-07,105.0199966430664,25861200,101.73650016784669,103.82060028076172,107.98399990081788,No Cross,No Cross,108.37245875352363,95.10054158216974,0.9896072836581056,0,0,66.68988272523197,57.05906117835971,0,0,0,0,-6.213777734471959,-4.908978563925426,0,0,1,1,1,1
2016-03-08,104.1500015258789,28898500,102.11300010681153,103.65140029907226,107.95184989929199,No Cross,No Cross,108.37032665934595,95.8556735542771,0.6510772298569989,0,0,56.37066751660346,64.21499577703298,0,0,0,0,-5.325272898634403,-5.002790234434795,0,0,2,1,1,1
2016-03-09,104.81999969482422,31047400,102.53800010681152,103.49600036621094,107.9235998916626,No Cross,No Cross,108.2713492157799,96.80465099784314,0.7960441775447026,0,0,64.01606770250845,70.11776526759407,1,0,0,0,-4.018987153663578,-3.6304811786020963,0,1,0,1,1,1
2016-03-10,104.66000366210938,44236100,102.93650016784667,103.33860046386718,107.90089992523194,No Cross,No Cross,108.03069528419806,97.84230505149529,0.6766538991530127,0,0,62.3071035237171,70.60279430584312,1,0,0,0,-2.181617537490377,-2.6980733772365983,1,0,1,1,1,1
2016-03-11,106.48999786376952,31454000,103.43349990844726,103.18240036010742,107.87854991912842,No Cross,triple cross,107.79037563754741,99.0766241793471,1.403068687457621,0,0,62.8502944559451,72.58066160641476,1,0,0,0,-4.134498626136195,-2.8997680696080774,0,1,0,1,1,1
2016-03-14,106.66999816894533,25374900,103.86599998474121,103.050400390625,107.85834991455079,No Cross,No Cross,107.6383095141085,100.09369045537392,1.4866214781025238,0,0,73.19964836583301,73.27508455863507,1,0,0,0,-2.37814440844597,-2.4521493220983848,0,2,0,1,1,1
2016-03-15,106.62999725341795,26524600,104.18599967956543,102.94580032348632,107.84124988555908,No Cross,No Cross,107.73906298237776,100.6329363767531,1.3757129358872096,0,0,70.31872525097606,71.19647492364945,1,0,0,0,-1.5326667200020738,-2.924280113175648,0,0,1,1,1,1
2016-03-16,107.58000183105467,31693100,104.43999977111817,102.90740036010742,107.82704990386964,No Cross,No Cross,108.20553780397276,100.67446173826357,1.6677574532721517,0,0,70.1403105883501,69.29135466548955,0,0,0,0,-1.3755512206873988,-2.1559419418492265,0,1,0,-1,1,1
2016-03-17,107.5199966430664,29623700,104.74949951171875,102.87160034179688,107.81429988861083,No Cross,No Cross,108.45582571006294,101.04317331337457,1.4950098739745994,0,0,70.63569539095424,64.90498815041866,0,0,0,0,-2.422123631036621,-1.4293256495558682,0,0,1,-1,1,1
2016-03-18,107.37000274658205,37682300,105.03649978637695,102.85380035400391,107.79914989471436,No Cross,No Cross,108.61239616076853,101.46060341198537,1.305128961183687,0,0,76.67034069894629,69.08978147212731,0,0,0,0,-3.1129235698917235,-1.4095247851435788,0,0,2,-1,1,1
2016-03-21,107.79000091552734,17288600,105.26199989318847,102.91220031738281,107.79029991149902,No Cross,No Cross,108.9388945325835,101.58510525379344,1.3750739524887814,0,0,65.97445491218869,69.32248624649753,0,0,0,0,-1.6808280053058446,1.1668790263103865,0,1,0,-1,-1,1
2016-03-22,108.12000274658205,18840300,105.58899993896485,102.99440032958984,107.78439990997315,No Cross,No Cross,109.04368013226635,102.13431974566335,1.4652602649152455,0,0,67.48093523629598,66.55269531292802,0,0,0,0,-1.36121079214937,2.329493917265957,0,2,0,-1,-1,1
2016-03-23,107.2300033569336,20912900,105.82299995422363,103.05240036010743,107.77959991455079,No Cross,No Cross,109.03654504943218,102.60945485901509,0.8756705513844062,0,0,61.04978081267913,70.45621160784764,1,0,0,0,-0.2622257326657902,2.2342252604424573,0,0,1,-1,-1,1
2016-03-24,107.26000213623048,19017300,106.00800018310547,103.08680038452148,107.77584991455078,No Cross,No Cross,109.09658480562481,102.91941556058612,0.8107286062337262,0,0,60.99589615986501,68.29838253121855,0,0,0,0,-0.9329117454235583,1.1758969554361176,0,1,0,-1,-1,1
2016-03-28,107.11000061035156,13892300,106.19200019836425,103.19100036621094,107.7639499282837,No Cross,No Cross,109.06485454894863,103.31914584777988,0.6390859402952852,0,0,65.52754579061853,64.77937000611095,0,0,0,0,-2.2919091367691315,-0.7463328892782553,0,0,1,-1,1,1
2016-03-29,108.83000183105467,29963900,106.508500289917,103.28620040893554,107.75984992980958,No Cross,No Cross,109.04363772245189,103.9733628573821,1.831460110481192,0,0,80.8707380287358,69.85294901376024,0,0,0,0,-3.176003555294683,0.9708525235165837,1,1,0,-1,-1,1
2016-03-30,109.36000061035156,23807200,106.6870002746582,103.45660049438476,107.76289993286133,No Cross,No Cross,109.49696174261376,103.87703880670264,1.9025174303462227,0,0,80.51078011638913,75.98485680432316,1,0,0,0,-2.460535936945128,0.05232436728133294,0,2,0,-1,-1,1
2016-03-31,109.1999969482422,21447200,106.85550003051758,103.61940048217774,107.76784992218018,No Cross,No Cross,109.84735947658076,103.86364058445439,1.567250708123745,0,0,80.51069755613338,66.93146045708176,0,0,0,0,-3.619742332418486,-0.5634038079699755,0,0,1,-1,-1,1
2016-04-01,110.36000061035156,26389000,107.09200019836426,103.81160049438476,107.77564990997314,No Cross,No Cross,110.40638129192055,103.77761910480797,1.9720124631056055,0,0,78.581949357588,70.2412769926419,1,0,0,0,-2.264117950844536,0.8881374215426554,0,1,0,-1,-1,-1
2016-04-04,109.94000244140624,17163000,107.30550041198731,103.99340057373047,107.77984992980957,No Cross,No Cross,110.78042441232687,103.83057641164775,1.5162933227670545,0,0,73.32382109149137,68.88697058101758,0,0,0,0,-1.519647316202775,-0.02119726586318116,0,0,1,-1,-1,-1
2016-04-05,108.87999725341795,20107900,107.49850044250488,104.0956005859375,107.77079990386963,No Cross,No Cross,110.8660621851178,104.13093869989196,0.8204730404385475,0,0,64.00993814785608,62.91230493025808,0,0,0,0,-1.8339303208294577,-0.5318101611548887,0,0,2,-1,-1,-1
2016-04-06,110.66999816894533,25056000,107.8245002746582,104.26440048217773,107.77469989776611,No Cross,No Cross,111.08793977283914,104.56106077647728,1.7438643467257329,0,0,67.41822279182196,70.8179869305151,1,0,0,0,-0.5207865459141665,1.0960343795090246,0,1,0,-1,-1,-1
2016-04-07,109.08000183105467,28567200,108.03750038146973,104.38300048828125,107.76659992218018,No Cross,No Cross,111.01918330314587,105.05581745979359,0.6992704972122982,0,0,57.50002384185429,67.24982501512247,0,0,0,0,-0.5903520663017359,-0.08163509851579764,1,0,1,-1,-1,-1
2016-04-08,109.0,22898000,108.25450019836425,104.55140045166016,107.75764991760254,No Cross,No Cross,110.8011884495501,105.70781194717841,0.585466086230704,0,0,57.88962130024545,65.25547046896247,0,0,0,1,-1.1542594351907631,-0.033510628807720266,0,0,2,-1,-1,-1
2016-04-11,108.5999984741211,25772100,108.36000022888183,104.68340042114258,107.74954990386964,No Cross,No Cross,110.77006663645935,105.94993382130431,0.1991631803046445,0,0,53.9282083007117,64.13196544335553,0,0,0,0,-0.4089470210787871,-0.5102346545686753,0,0,3,-1,-1,-1
2016-04-12,109.51000213623048,28564100,108.50200042724609,104.79100051879882,107.74709991455079,No Cross,No Cross,110.8259313855484,106.17806946894378,0.8674971219633503,0,0,56.381990449608175,61.59754125257829,0,0,0,0,-0.17937014674214158,-0.5142647055107252,1,1,0,-1,-1,-1
2016-04-13,110.91000366210938,25356700,108.71600074768067,104.92100051879883,107.755299949646,No Cross,No Cross,111.1015393130854,106.33046218227594,1.8394193631964788,0,0,66.14032845164334,64.88763804147715,0,0,0,0,-2.1832765093924067,-1.3315910683850518,0,2,0,-1,-1,-1
2016-04-14,110.91999816894533,17199700,108.8830005645752,105.09640045166016,107.7764499282837,No Cross,No Cross,111.39782419513556,106.36817693401484,1.6199924158627694,0,0,66.08080847357965,65.09499150351542,0,0,0,0,-0.9911971674605891,-1.2416799643091725,0,3,0,-1,1,-1
2016-04-15,110.63999938964844,21353300,109.0390007019043,105.27600036621094,107.79429992675782,No Cross,No Cross,111.58471533904171,106.49328606476689,1.2577990198810536,0,0,65.33447343302569,61.29983614279693,0,0,0,0,-0.22295619464929306,-0.7663192455341417,0,0,1,-1,1,-1
2016-04-18,111.2300033569336,17126100,109.23200073242188,105.46760040283203,107.81084995269775,No Cross,No Cross,111.8296963727569,106.63430509208686,1.5382884688169502,0,0,61.56068705628471,63.18409659773637,0,0,1,0,0.08157048297499081,-0.47882907166536537,0,1,0,-1,-1,-1
2016-04-19,110.5500030517578,42481400,109.3700008392334,105.71620040893555,107.82384998321533,No Cross,No Cross,111.9382274889861,106.8017741894807,0.9189237348954548,0,0,55.650526376803086,60.89040176040257,0,0,0,1,1.1330590388870965,-0.4194856461684937,1,0,1,-1,1,-1
2016-04-20,110.63999938964844,18078300,109.49600067138672,105.99660034179688,107.83854999542237,No Cross,No Cross,112.05325559451059,106.93874574826286,0.8947083905614202,0,0,56.88337245279758,59.98597090781155,0,0,0,0,-0.638542325360425,-0.3303343979804918,0,1,0,-1,1,-1
2016-04-21,110.6500015258789,20216000,109.66700057983398,106.28320037841797,107.85194999694824,No Cross,No Cross,112.03676762559259,107.29723353407537,0.829618208932641,0,0,51.557469140304555,59.068088048057895,0,0,0,0,-0.2339576985327385,-0.13152595073968598,0,2,0,-1,1,-1
2016-04-22,108.9800033569336,39074000,109.75300064086915,106.52900039672852,107.86640003204346,No Cross,No Cross,111.86589009471534,107.64011118702295,-0.731696854777169,0,0,45.454552022547276,55.94025354639679,0,0,0,0,-3.5944298783715745,-1.658540031209621,1,0,1,1,1,-1
2016-04-25,108.9800033569336,14351900,109.84650077819825,106.77760040283204,107.88115005493164,No Cross,No Cross,111.60225306176117,108.09074849463532,-0.9870383531625297,0,0,50.5263479132402,55.85033942992372,0,0,0,0,-2.375246376317386,-1.906070209542543,0,0,0,1,1,-1
2016-04-26,108.4499969482422,19118300,109.82750053405762,106.98620040893555,107.88515003204346,No Cross,No Cross,111.63697248598538,108.01802858212986,-1.5225475966597486,0,0,36.529127786717915,54.44295364490372,0,0,0,0,-4.345022316724068,-2.5247929522122625,0,0,1,1,1,-1
2016-04-27,107.58000183105467,33059800,109.73850059509277,107.13320037841797,107.8753500366211,No Cross,No Cross,111.80205251486008,107.67494867532547,-2.0920227335801678,0,1,40.02660141103145,45.6078740866716,0,0,0,0,-7.175705867635785,-3.5170814776585013,1,0,2,1,1,-1
2016-04-28,106.27999877929688,29818200,109.59250068664551,107.20880035400391,107.85545001983643,No Cross,No Cross,112.1665247802367,107.01847659305432,-2.573792464177865,0,1,34.43936206429997,39.733337673606755,0,0,0,0,-7.293088794504832,-3.9350996416517514,1,0,3,1,1,-1
2016-04-29,105.72000122070312,67502800,109.36050071716309,107.29660034179688,107.83215003967285,No Cross,No Cross,112.43166769671512,106.28933373761106,-2.370759727946137,0,1,33.820242923309266,38.70131928997134,0,0,0,0,-5.2182493068473335,-3.1889045036170627,1,0,4,1,1,1
2016-05-02,106.72000122070312,24813800,109.19950065612792,107.39840042114258,107.80605003356933,No Cross,No Cross,112.4736517755776,105.92534953667825,-1.5145907106704142,0,0,34.48274984151392,38.057749089128805,0,0,0,0,-4.1360868996112465,-2.318626429421755,0,1,0,1,1,-1
2016-05-03,105.7300033569336,38569400,109.04200096130371,107.44740051269531,107.76675006866455,No Cross,No Cross,112.66530324641377,105.41869867619366,-1.8281652171174083,0,0,19.813497635153055,36.685649263191955,0,0,0,0,-3.987028199312437,-2.644038979987895,1,0,1,1,1,1
2016-05-04,105.0500030517578,27474500,108.76100120544433,107.51680053710938,107.72210006713867,No Cross,No Cross,112.70977776560805,104.81222464528061,-1.8795685687177355,0,0,18.270296663851397,37.589131153887884,0,0,0,0,-4.194496555774386,-3.1923174365228957,1,0,2,1,1,1
2016-05-05,105.0199966430664,20788100,108.55800094604493,107.56620040893554,107.67765003204346,No Cross,No Cross,112.84101867608517,104.27498321600469,-1.6521081751138496,0,0,18.77778898638502,29.334311889739453,0,1,0,0,-5.223426390609243,-2.993440333248376,0,0,3,1,1,1
2016-05-06,105.58000183105467,30758500,108.38700103759766,107.60660049438476,107.64245002746583,No Cross,No Cross,112.8643931439504,103.90960893124492,-1.25385453847577,0,0,18.506154117019634,36.15507933595375,0,0,0,0,-5.027115035944163,-2.9381832076767256,1,1,0,1,1,1
2016-05-09,105.87999725341795,19289600,108.2510009765625,107.6556004333496,107.6108500289917,Golden Cross,No Cross,112.86432766951437,103.63767428361062,-1.0278932670287144,0,0,22.817208140267113,37.86935945756581,0,0,0,0,-4.782009867609105,-2.210484492981135,0,2,0,1,1,1
2016-05-10,107.33000183105467,21178900,108.14200096130371,107.7522004699707,107.59200004577637,No Cross,No Cross,112.73303926893117,103.55096265367625,-0.3537322391320479,0,0,33.366866845375654,45.434954665198156,0,0,0,0,-3.2276309692644944,-3.155992485702541,0,3,0,-1,1,1
2016-05-11,106.36000061035156,20966300,107.91450080871581,107.76360046386719,107.57290004730224,No Cross,No Cross,112.3771484871937,103.45185313023794,-0.6966717116662274,0,0,30.33915455766686,38.72584276903698,0,0,0,0,-3.3233633201256274,-2.9750178771600244,0,0,1,1,1,1
2016-05-12,105.88999938964844,29196300,107.66300086975097,107.76480041503906,107.5467000579834,No Cross,No Cross,111.97694064101726,103.34906109848468,-0.8219871273641345,0,0,34.088571561022064,30.7515299734376,0,0,0,0,-2.7961207133161747,-3.4727087775390686,1,0,2,-1,1,1
2016-05-13,105.5,21059300,107.40600090026855,107.76220046997071,107.51645004272461,No Cross,No Cross,111.58345758187531,103.2285442186618,-0.9125173738655996,0,0,32.77228403366291,29.806286341919304,0,1,0,0,-3.0718735737942033,-3.1433572950133377,0,0,3,-1,1,1
2016-05-16,106.81999969482422,18311900,107.18550071716308,107.78520050048829,107.49015003204346,No Cross,No Cross,110.95911915549436,103.4118822788318,-0.1937138204680219,0,0,42.51608722304923,36.79116215190922,0,0,0,0,-3.6002303127641855,-2.916956138046156,0,1,0,-1,1,1
2016-05-17,105.4800033569336,29932700,106.93200073242187,107.79440063476562,107.45780006408691,No Cross,No Cross,110.4246857801367,103.43931568470704,-0.8314505062162859,0,0,40.75705567372008,31.09797021076382,0,0,0,0,-3.425612075947304,-2.974814306955531,1,0,1,1,1,1
2016-05-18,105.86000061035156,27524400,106.69300079345703,107.82860061645508,107.42910007476807,No Cross,No Cross,109.74352422758373,103.64247735933033,-0.5461359016531778,0,0,47.988514986933566,34.27229614528905,0,0,0,0,-4.046713750705955,-3.5498288316151876,1,1,0,1,1,1
2016-05-19,105.30999755859376,27334600,106.42600059509277,107.83840057373047,107.39870006561279,No Cross,No Cross,108.89820838051628,103.95379280966927,-0.9028391893910561,0,0,48.03449975934149,32.66103372517719,0,0,0,0,-3.7138187858362537,-3.108187696947351,1,0,1,1,1,1
2016-05-20,106.47000122070312,29549600,106.30050048828124,107.87460052490235,107.36980007171631,No Cross,No Cross,108.46213263232792,104.13886834423457,0.15682662092965247,0,0,48.819642463477635,37.34867647187859,0,0,1,0,-3.8608306157567274,-1.8087411862765856,1,1,0,1,1,1
2016-05-23,106.33000183105467,15729800,106.16800041198731,107.87140060424805,107.34920009613037,No Cross,No Cross,107.92509811175945,104.41090271221516,0.18439659796763042,0,0,53.080070152736454,41.1607764976172,0,0,0,0,-3.827854329436209,-1.7140372763765344,0,0,1,1,1,1
2016-05-24,108.45999908447266,29931300,106.16850051879882,107.90720062255859,107.33995010375976,No Cross,No Cross,107.9283365322205,104.40866450537715,2.604218288746626,1,0,65.23678714826592,48.48129685367882,0,0,0,0,-3.687580396313739,-0.8289442609398123,1,1,0,1,1,-1
2016-05-25,109.23999786376952,37951700,106.25150032043457,107.95940063476563,107.32830009460449,No Cross,No Cross,108.40433634060967,104.09866430025947,2.776335508444226,1,0,67.67169329073482,52.27403796951837,0,0,0,0,-2.6543379167875414,-1.1480291124758457,1,2,0,1,1,-1
2016-05-26,109.55999755859376,21885900,106.41550025939941,107.9990005493164,107.32540008544922,No Cross,No Cross,109.02811182355534,103.80288869524348,2.407167864014463,1,0,67.00853318657082,55.88583491485209,0,0,0,0,-2.385067374747296,-0.6510445591778602,0,3,0,1,1,-1
2016-05-27,110.12999725341795,19870000,106.63600006103516,108.05120056152344,107.32345008850098,No Cross,No Cross,109.70584068384258,103.56615943822774,2.2763378440066893,1,0,67.75271331071076,61.96394507406295,0,0,0,0,-2.3729186605182417,-0.3602217242931527,0,4,0,1,1,-1
2016-05-31,110.33999633789062,24366100,106.81699981689454,108.1106004333496,107.32345008850098,No Cross,No Cross,110.3059580651715,103.32804156861758,2.0195119977351075,1,0,64.02607504824375,64.67596411956143,0,0,0,0,-2.3005887046548934,0.38463399120345354,0,5,0,1,1,-1
2016-06-01,110.3499984741211,19571500,107.04799957275391,108.16180038452148,107.32265007019043,No Cross,No Cross,110.8331295181114,103.26286962739641,1.7447215546283312,0,0,70.41964807941444,62.30506907055403,0,0,0,0,-2.2886868671978866,1.255424027013019,0,6,0,1,1,-1
