Date,Open,High,Low,Close,Adj Close,Volume,Close_SPY,Close_DIA,Close_IWM,QQQ 1d movement,SPY 1d movement,DIA 1d movement,IWM 1d movement,9ma,20ma,50ma,100ma,200ma,cross,triple cross,Middle_BB,Upper_BB,Lower_BB,Distance_from_Middle,Above_upperbb,Below_lowerbb,RSI_14d,RSI_21d,RSI_Above_70,RSI_Below_30,MACD,Signal_Line,MACD_cross_above,MACD_cross_below,1m_return_diff_QQQ_IWM,1m_return_diff_QQQ_DIA,Future1M_movement_direction,Future2M_movement_direction,Future15d_movement_direction,Future1M_movement,Future2M_movement,Future15d_movement
2016-07-26,113.62000274658205,114.1999969482422,113.22000122070312,113.79000091552734,107.6078109741211,21223800,216.75,184.6000061035156,120.8000030517578,0.0011437378957370736,0.00046160215247170733,-0.0011362559269096906,0.004824503619742071,112.90777926974826,110.54200096130371,109.02920028686523,108.39570037841797,108.26505020141602,No Cross,No Cross,110.54200096130371,116.07585442295095,105.00814749965647,1.1738655447724162,0,0,85.51096687975668,77.61625947020111,1,0,1.5651891056273115,1.2361516013666143,0,0,0.11453384058965899,1.249758299456749,1,1,1,3.6294904826338126,3.567973922073975,2.864928473504924
2016-07-27,114.75,114.87999725341795,114.0999984741211,114.58000183105467,108.35488891601562,27646100,216.5200042724609,184.5800018310547,121.13999938964844,0.006942621576335073,-0.0010611106230177247,-0.00010836550270587608,0.0028145391498455297,113.19666798909505,111.04800109863281,109.18440032958985,108.48480041503906,108.30530021667481,No Cross,No Cross,111.04800109863281,116.06703368639779,106.02896851086783,1.4074428371044665,0,0,86.34143754460165,88.81906465235498,1,0,1.6319473135701656,1.3153107438073246,0,0,0.24552707847707023,1.6685832085080676,1,1,1,2.3127958487784595,2.731713390992163,2.3389773628450516
2016-07-28,114.76000213623048,115.11000061035156,114.4000015258789,114.9800033569336,108.73316955566406,16939700,216.7700042724609,184.3800048828125,120.83000183105467,0.0034910239089427364,0.0011546277252305615,-0.0010835244677548372,-0.002559002477758421,113.55000135633681,111.4815013885498,109.37440032958985,108.58440048217773,108.34625022888184,No Cross,No Cross,111.4815013885498,116.26984870793765,106.69315406916195,1.461256560992758,0,0,83.81500277281957,87.35792437371865,1,0,1.6975620162898508,1.39176099830383,0,0,1.266579042396021,2.316524035005929,-1,1,1,-0.6088054941724819,2.7569995446118156,2.009042869326416
2016-07-29,115.23999786376952,115.54000091552734,114.87000274658205,115.2300033569336,108.9695816040039,22385300,217.1199951171875,184.1300048828125,121.06999969482422,0.0021742911175948176,0.0016145723016487423,-0.001355895397436857,0.001986243980241831,113.84889051649306,111.86600151062012,109.56180038452149,108.69520050048828,108.3919002532959,No Cross,No Cross,111.86600151062012,116.5557061785378,107.17629684270244,1.4346327048381702,0,0,82.874598115752,85.7371494105875,1,0,1.749567130770643,1.4633222247971926,0,0,0.9631102738640207,2.8963525053333106,1,1,1,0.9546111620892361,3.76637699510185,1.7616928926130537
2016-08-01,115.30999755859376,116.12999725341795,115.16999816894533,115.83999633789062,109.54644775390624,13990100,216.94000244140625,183.8699951171875,121.16999816894533,0.005293699237927996,-0.0008290009203625326,-0.0014120988363112152,0.0008259558468091122,114.26111263699002,112.25400123596191,109.77240036010743,108.80540046691894,108.44145023345948,No Cross,No Cross,112.25400123596191,116.90873922891785,107.59926324300596,1.5407935343967538,0,0,83.00452090557042,84.99152468776452,1,0,1.8190342003601927,1.5344646199097927,0,0,2.5466039430178444,4.616337055966158,-1,1,1,-0.47478888100014327,2.8919252498455394,1.3035239847780877
2016-08-02,115.66999816894533,115.7699966430664,114.22000122070312,114.95999908447266,108.7142562866211,21278400,215.5500030517578,182.97000122070312,119.4800033569336,-0.007596661612895184,-0.006407298672469919,-0.004894729539263731,-0.013947304097961633,114.43000115288629,112.63100128173828,109.94220031738281,108.90840042114257,108.47790023803711,No Cross,No Cross,112.63100128173828,116.83697549102135,108.42502707245521,1.107471271504239,0,0,75.97219087461406,78.19669947513553,1,0,1.7825310215567214,1.5840779002391785,0,0,3.6535054585793647,4.371070415751888,1,1,1,0.7654812634187103,2.9749462388498182,2.261654918951961
2016-08-03,114.87000274658205,115.3499984741211,114.8000030517578,115.33999633789062,109.0736083984375,15011300,216.17999267578125,183.3600006103516,120.4499969482422,0.0033054736990625333,0.002922707562533322,0.002131493616694291,0.008118459692463054,114.67000071207683,112.98300094604492,110.12240020751953,108.99690040588379,108.51400020599365,No Cross,No Cross,112.98300094604492,116.82546654034923,109.14053535174062,1.2268140515503816,0,0,74.63338072805895,83.22147393268465,1,0,1.7639310923217408,1.620048538655691,0,0,2.6267050840417916,4.31649332756352,1,1,1,1.9941070962235186,2.16750483732997,1.2658286459365398
2016-08-04,115.3000030517578,115.77999877929688,115.02999877929688,115.66999816894533,109.38565826416016,12835300,216.41000366210935,183.4499969482422,120.55999755859376,0.0028611222605552378,0.001063979064302556,0.0004908177224640653,0.0009132470995314446,114.89444478352864,113.33550071716309,110.26660018920899,109.0869004058838,108.54865020751953,No Cross,No Cross,113.33550071716309,116.76388541494104,109.90711601938513,1.3618643516261786,0,0,77.76179655243384,82.4098429296888,1,0,1.7555816517537295,1.6471551612752988,0,0,2.6877070217242283,4.54950906583631,1,1,1,1.400538404276519,1.2362758950571928,0.8126588193018591
2016-08-05,116.26000213623048,117.04000091552734,116.12999725341795,116.77999877929688,110.43537139892578,23196600,218.17999267578125,185.25999450683597,122.3000030517578,0.00959627066588431,0.008178868738597966,0.009866435479442659,0.014432693500332716,115.24111090766058,113.65950050354004,110.41740020751953,109.18840042114257,108.59165019989014,No Cross,No Cross,113.65950050354004,117.10475525274046,110.21424575433963,1.811476075306797,0,0,78.88280362427227,83.55262621287648,1,0,1.8175804959891195,1.681240228218063,0,0,2.673184645651383,4.333189617353805,1,1,1,0.0,0.17982453045706226,0.0
2016-08-08,116.83999633789062,116.87000274658205,116.27999877929688,116.6500015258789,110.31240844726562,12358200,218.0500030517578,185.27999877929688,122.23999786376952,-0.0011131808081592531,-0.0005957907616973568,0.00010797945079388249,-0.0004906393008256016,115.5588887532552,113.9455005645752,110.55920028686523,109.27910041809082,108.6373002243042,No Cross,No Cross,113.9455005645752,117.38638358148313,110.50461754766727,1.5719807665731362,0,0,82.01137277277813,79.92461204035746,1,0,1.8350717697357766,1.7120065365216057,0,0,3.077764299624519,5.135749776642107,1,-1,1,0.3000415512583121,-0.46292405354795285,0.24860772544694765
2016-08-09,116.73999786376952,117.29000091552734,116.66999816894533,116.91999816894533,110.5677719116211,13276500,218.17999267578125,185.3500061035156,122.37000274658205,0.002314587565663384,0.0005961459399410618,0.0003778460960706109,0.0010635216384526913,115.81888834635417,114.21700057983398,110.69500030517578,109.3731004333496,108.67335021972656,No Cross,No Cross,114.21700057983398,117.69875325448223,110.73524790518573,1.5526649028190547,0,0,78.90367174786984,79.2195235234878,1,0,1.8494014540868875,1.7394855200346622,0,0,1.794489767042684,6.115551839411459,1,-1,-1,1.0520042560694165,-1.488195254036273,-0.30790336639534566
2016-08-10,116.98999786376952,117.0199966430664,116.30999755859376,116.62000274658205,110.2840576171875,14688400,217.63999938964844,185.1199951171875,121.48999786376952,-0.0025658178845486823,-0.002474989936108618,-0.0012409548354674893,-0.007191344799059474,116.00111050075955,114.48700065612793,110.82060043334961,109.4656004333496,108.69255023956299,No Cross,No Cross,114.48700065612793,117.82472037713625,111.14928093511962,1.278119356175144,0,0,78.38294132902935,75.6757252132262,1,0,1.8156213559502419,1.7547126872177783,0,0,1.5656261403263372,5.139852333687256,1,-1,-1,2.11798450792009,-2.2037383247271225,-0.15434771131582758
2016-08-11,117.0199966430664,117.37000274658205,116.77999877929688,117.12000274658205,110.75689697265624,12969800,218.6499938964844,186.3000030517578,122.06999969482422,0.004287429156441647,0.004640665822773338,0.006374286763692449,0.004774070633411842,116.2111104329427,114.74400062561035,110.95600051879883,109.55890045166015,108.7139002609253,No Cross,No Cross,114.74400062561035,118.06041772558997,111.42758352563074,1.432872916368871,0,0,78.48942530060414,78.86499621142838,1,0,1.8083506653195514,1.765440282838133,0,0,2.0269891724866724,4.6996285270686675,1,-1,-1,1.0331276093723751,-2.9627741968306975,-0.3244577133717841
2016-08-12,116.91999816894533,117.20999908447266,116.79000091552734,117.1999969482422,110.83253479003906,19379000,218.4600067138672,185.8999938964844,122.19000244140624,0.0006830105855892832,-0.0008689100751000378,-0.002147123718308719,0.0009830650191040569,116.36222161187067,115.01400032043458,111.08840042114258,109.64970039367675,108.73450023651122,No Cross,No Cross,115.01400032043458,118.197849557402,111.83015108346716,1.3731784799519986,0,0,78.73383700767901,77.35849811064233,1,0,1.7884275743274145,1.7700377411359896,0,0,2.7120455576062685,5.127955150933738,1,-1,-1,0.11945340724730524,-0.725254689636623,-0.06825444005384984
2016-08-15,117.3499984741211,117.97000122070312,117.30999755859376,117.6999969482422,111.3053970336914,11777800,219.08999633789065,186.5200042724609,123.4000015258789,0.004266211715183044,0.0028837755408870347,0.0033351823363789723,0.009902602997760912,116.66666581895616,115.27200012207031,111.24120040893554,109.75440032958984,108.75290023803711,No Cross,No Cross,115.27200012207031,118.44799172699052,112.0960085171501,1.5289692972805504,0,0,79.93882441462003,79.9188775952361,1,0,1.792323413871145,1.7744948756830208,0,0,1.9591315999758496,4.879836473002563,1,-1,1,0.6796967480887872,-0.5012713281123404,0.12744395052521895
2016-08-16,117.4800033569336,117.48999786376952,117.02999877929688,117.0500030517578,110.69070434570312,14161400,217.9600067138672,185.75999450683597,122.4000015258789,-0.005522463154950086,-0.005157650476568243,-0.004074682330130974,-0.008103727614543699,116.8566665649414,115.5180004119873,111.37300048828125,109.85230033874512,108.76895027160644,No Cross,No Cross,115.5180004119873,118.41960331719099,112.61639750678361,1.0559698827313864,0,0,69.32717725354769,73.08091468571425,1,0,1.7230990067984493,1.7642157019061067,0,1,1.3036327691147598,4.728247902460714,1,1,1,1.4096487428153281,0.5126001353932486,0.7432679149976806
2016-08-17,117.08000183105467,117.3000030517578,116.43000030517578,117.26000213623048,110.8893051147461,15980300,218.3699951171875,186.1000061035156,122.04000091552734,0.00179409721484447,0.0018810258335995034,0.0018303811732032216,-0.0029411814204548525,117.03333367241754,115.70900039672851,111.51460052490235,109.9538003540039,108.78860027313232,No Cross,No Cross,115.70900039672851,118.53662900334966,112.88137179010737,1.0970335608220672,0,0,68.38718648556181,76.80259830542525,1,0,1.6659789680322206,1.7445683551313294,0,0,1.117284663414896,4.295209783853337,1,-1,-1,0.4946223700271757,-1.2877384519200286,-0.025583130436956925
2016-08-18,117.1500015258789,117.45999908447266,116.9499969482422,117.29000091552734,110.91766357421876,10036300,218.8600006103516,186.33999633789065,122.94000244140624,0.0002558313043692362,0.002243923176813434,0.0012895767141543057,0.007374643716217655,117.09000057644315,115.9145004272461,111.65300048828125,110.03840034484864,108.8020002746582,No Cross,No Cross,115.9145004272461,118.55976084531581,113.26924000917639,1.0399735911710117,0,0,67.2241600600147,73.22082160313568,1,0,1.6046343506176015,1.716581554228584,0,0,0.2626813199885225,3.7591204333963013,1,-1,-1,1.219200523500441,-1.270353697791038,-2.5662904874544923
2016-08-19,117.08000183105467,117.5199966430664,116.76000213623048,117.26000213623048,110.8893051147461,18743000,218.5399932861328,185.32000732421875,122.94000244140624,-0.0002557658714528177,-0.0014621553656508635,-0.005473806127066494,0.0,117.15777842203777,116.09500045776367,111.79440048217774,110.11740036010742,108.8132502746582,No Cross,No Cross,116.09500045776367,118.57729468865618,113.61270622687117,0.9386491447856559,0,0,63.14827242736144,75.3102885551041,1,0,1.535892832065457,1.6804438097959589,0,0,1.044199390190581,4.092740779239756,1,-1,-1,1.1001201535273841,-2.2428831953772543,-0.7931095755015827
2016-08-22,117.08999633789062,117.5500030517578,116.87000274658205,117.3499984741211,110.97439575195312,14500600,218.52999877929688,185.1199951171875,123.22000122070312,0.0007674939131081526,-4.573307926691861e-05,-0.0010792801593263457,0.0022775237818166705,117.20555623372395,116.27950019836426,111.96260040283204,110.19890037536621,108.82490028381348,No Cross,No Cross,116.27950019836426,118.53821360121398,114.02078679551454,0.9478832280414412,0,0,75.9220704424414,74.0886404908267,1,0,1.4717116597886388,1.638697379794495,0,0,1.4874472070203648,4.14016626670104,1,-1,-1,0.8691983687463711,-0.9629290738057961,-1.7554304093561957
2016-08-23,117.80999755859376,118.01000213623048,117.51000213623048,117.55999755859376,111.1729965209961,11997900,218.97000122070312,185.3000030517578,124.08000183105467,0.0017895107558862922,0.0020134647136049733,0.00097238515189213,0.0069793913474418545,117.31000010172527,116.46800003051757,112.15320037841796,110.27090034484863,108.83915027618409,No Cross,No Cross,116.46800003051757,118.46615221364155,114.4698478473936,1.0930073668051914,0,0,75.00017183429667,74.74628258726887,1,0,1.4214076864266758,1.5952394411209312,0,0,1.8026028974832187,4.40293604386901,1,-1,-1,1.0462771201747545,-0.5529039724251672,-1.4630837499344684
2016-08-24,117.4800033569336,117.63999938964844,116.41000366210938,116.8000030517578,110.45428466796876,17728700,217.8500061035156,184.66000366210935,123.06999969482422,-0.006464737347899097,-0.0051148335888195895,-0.003453855256924654,-0.008139926832090638,117.27444458007812,116.57900009155273,112.32860046386719,110.33950035095215,108.84920028686524,No Cross,No Cross,116.57900009155273,118.37162687525526,114.7863733078502,0.2465688476980199,0,0,61.60177717619444,67.68517962340519,0,0,1.3051710208664105,1.5372257570700272,0,0,1.8137308078958636,4.439744150681713,1,1,1,1.6523974783806628,0.8219170029021949,0.719174928033528
2016-08-25,116.5,116.97000122070312,116.36000061035156,116.61000061035156,110.27460479736328,24266300,217.6999969482422,184.3699951171875,123.30999755859376,-0.0016267331887144243,-0.0006885891717722803,-0.0015705000496615273,0.001950092340657017,117.20888943142361,116.66049995422364,112.50640045166016,110.41680038452148,108.86440029144288,No Cross,No Cross,116.66049995422364,118.2876060164582,115.03339389198908,-0.06207259015767352,0,0,47.848106155718256,62.831919010314664,0,0,1.1840717745076716,1.4665949605575563,0,0,0.8340069423733665,4.453658475637534,1,1,1,1.5950609730006615,0.608866375745154,0.5831406411256124
2016-08-26,116.6500015258789,117.54000091552734,116.08000183105467,116.77999877929688,110.43537139892578,23896000,217.2899932861328,183.82000732421875,123.05999755859376,0.0014578352461669386,-0.0018833425257550607,-0.0029830656155258595,-0.0020274106313334928,117.10666741265192,116.7379997253418,112.68120040893555,110.477900390625,108.88190029144288,No Cross,No Cross,116.7379997253418,118.21934600620862,115.25665344447496,0.05670389766058553,0,0,51.629051595397826,61.71878958144368,0,0,1.0892608596466715,1.3911281403753795,0,0,1.6473607580393512,5.027722420036729,1,1,1,2.0894009821130544,1.507109226432446,0.0
2016-08-29,116.80999755859376,117.25,116.79000091552734,116.94000244140624,110.58668518066406,11184900,218.3600006103516,184.8300018310547,123.6999969482422,0.001370128992823183,0.004924328580606874,0.005494475392194609,0.005200710241715312,117.09444512261285,116.79300003051758,112.89020050048828,110.55650039672851,108.90090030670166,No Cross,No Cross,116.79300003051758,118.2144323444931,115.37156771654205,0.20683701846838906,0,0,50.2577887194327,61.264878155183986,0,0,1.0153293995717405,1.3159683922146517,0,0,0.7404184138902536,4.044799034384383,1,1,1,0.4959758761342359,1.6760723820360202,0.05130627444942526
2016-08-30,116.75,117.08999633789062,116.16000366210938,116.55999755859376,110.22731018066406,19843300,218.0,184.50999450683597,123.93000030517578,-0.003249571360346759,-0.0016486563901141338,-0.001731360282684169,0.0018593642894737528,117.01666683620877,116.87299995422363,113.07820037841798,110.63210037231445,108.92350028991699,No Cross,No Cross,116.87299995422363,118.01212515764924,115.73387475079802,-0.5495487145549864,0,0,49.24235564298141,54.89133251648732,0,0,0.9155214057323064,1.2358789949181828,0,0,0.06980185784186688,4.441551468723926,1,1,1,0.7378179721728717,1.5957452379119719,1.3641077561672654
2016-08-31,116.37999725341795,116.55999755859376,115.9499969482422,116.44000244140624,110.11386108398438,16169800,217.3800048828125,183.94000244140625,123.2300033569336,-0.001029470827907386,-0.002844014299025255,-0.0030892205430562703,-0.005648325236169205,116.92222256130643,116.92800025939941,113.2570004272461,110.71050041198731,108.95650032043457,No Cross,No Cross,116.92800025939941,117.83881431693312,116.0171862018657,-1.0715640891941662,0,0,40.50273317207764,61.21220107944879,0,0,0.8173187071282513,1.1521669373601966,0,0,0.021317363120854083,3.6349865699231043,1,1,1,0.48093228001739874,2.0267953975174002,2.2758449338043274
2016-09-01,116.4800033569336,116.87999725341795,115.91000366210938,116.73999786376952,110.39753723144533,20944700,217.38999938964844,184.1000061035156,123.31999969482422,0.0025763948477606213,4.5977121222895434e-05,0.000869868761474546,0.0007303119000163782,116.86444430881076,116.98150024414062,113.4470004272461,110.7828003692627,108.9831003189087,No Cross,No Cross,116.98150024414062,117.68278423181262,116.28021625646862,-0.688743460898909,0,0,43.947348871947646,60.736263800557985,0,0,0.7549963563634208,1.0727328211608416,0,0,-0.04258574971727214,3.621151396930067,1,1,1,0.3426430813761927,1.5333227242441794,1.362004451242682
2016-09-02,117.31999969482422,117.55999755859376,116.68000030517578,117.12000274658205,110.75689697265624,18088200,218.3699951171875,184.8600006103516,124.51000213623048,0.0032551386822532447,0.004508007407380887,0.0041281612256365285,0.009649711679785344,116.83888922797308,116.99850044250488,113.6140005493164,110.84490036010742,109.01125034332276,No Cross,No Cross,116.99850044250488,117.69568973446968,116.30131115054007,0.34854896791300993,0,0,42.119611977368926,61.03509421823877,0,0,0.7278781365143203,1.0037618842315374,0,0,-0.3603870810694243,3.403616789277353,-1,1,1,-0.2561501406441735,1.553961451625141,0.1878360537478807
2016-09-06,117.31999969482422,117.8499984741211,117.05999755859376,117.8499984741211,111.44722747802734,18525200,219.02999877929688,185.32000732421875,124.62999725341795,0.006232886871754717,0.0030224100236626583,0.002488405887419498,0.0009637387770355943,116.87111155192058,117.05850028991699,113.88520050048828,110.91420036315918,109.03235034942627,No Cross,No Cross,117.05850028991699,117.83179727598063,116.28520330385335,2.047074276684079,1,0,60.63827412753729,58.64301992651573,0,0,0.7565700378434741,0.9543235149539249,0,0,0.018157046422295764,3.410464157721904,1,-1,1,0.008487175528193447,-0.296986405305677,0.5515498806066166
2016-09-07,117.95999908447266,118.12000274658205,117.47000122070312,117.91999816894533,111.51343536376952,17546900,219.00999450683597,185.32000732421875,125.41000366210938,0.000593972810611465,-9.13311992530863e-05,0.0,0.006258576794360149,116.99555545383029,117.10850028991699,114.19920043945312,110.98700035095214,109.05340034484863,No Cross,No Cross,117.10850028991699,117.96854188550452,116.24845869432946,1.887113095905479,0,0,59.1159988113278,60.35891953247613,0,0,0.7760115881831382,0.9186611295997675,0,0,-0.18673509177811187,3.239457331551776,-1,-1,1,-0.0593620216343127,-2.0776772271757227,0.6614643753465543
2016-09-08,117.56999969482422,117.5999984741211,116.91999816894533,117.2300033569336,110.86091613769533,20125300,218.50999450683597,184.82000732421875,125.16000366210938,-0.005851380789738236,-0.002283000833481985,-0.002698035723283976,-0.0019934613882444108,117.06444464789496,117.13900032043458,114.45460052490235,111.04700035095215,109.06715034484863,No Cross,No Cross,117.13900032043458,117.96883454007218,116.30916610079697,0.2193282329059897,0,0,49.29909124291872,52.36646449633483,0,0,0.7273578139790118,0.8804004664756164,0,0,-1.0056821871430532,2.182767952590803,1,-1,1,0.40944784935099676,-1.3051321034538765,0.5203386193718407
2016-09-09,116.25,116.51000213623048,114.26000213623048,114.27999877929688,108.0711898803711,50813300,213.27999877929688,180.91000366210935,121.25,-0.025164245441968935,-0.023934812406832373,-0.02115573805410753,-0.031240041128994256,116.78666687011719,116.99700012207032,114.6140005493164,111.08430030822754,109.06780033111572,No Cross,No Cross,116.99700012207032,118.52162022868481,115.47238001545583,-3.5641683209946686,0,1,29.305501543365253,37.282551276724746,0,0,0.44562178168304456,0.7934447295171021,0,0,-0.9563997692537463,1.2731779795282616,1,1,1,3.386421760518199,2.030101259718009,3.8851964375507198
2016-09-12,113.63999938964844,116.48999786376952,113.62999725341795,116.33000183105467,110.00981903076172,39646000,216.33999633789065,183.3000030517578,122.94000244140624,0.017938423815674565,0.014347325469371786,0.01321098524829134,0.013938164465206127,116.71888902452257,116.95350036621093,114.78980056762695,111.1412003326416,109.07920032501221,No Cross,No Cross,116.95350036621093,118.50317266866227,115.40382806375959,-0.8046843634876646,0,0,44.432330322941695,46.32556931372907,0,0,0.38334311912205976,0.7114244074380937,0,0,-0.589952108164038,1.4053806233635835,1,1,1,2.7851782109270307,0.47278897421667576,1.9083651558152726
2016-09-13,115.75,116.08999633789062,114.7300033569336,115.29000091552734,109.0263214111328,45863900,213.22999572753903,180.8000030517578,120.58000183105467,-0.00894009197247081,-0.014375523079395158,-0.013638843199004658,-0.019196360529408207,116.57777828640408,116.8330005645752,114.93400054931641,111.18760032653809,109.08490032196045,No Cross,No Cross,116.8330005645752,118.50799432074473,115.15800680840567,-1.8423945084744453,0,0,38.63865301063299,41.84458295951852,0,0,0.24721767662769878,0.6185830612760147,0,0,0.012127308490950117,1.1948647585037109,1,1,1,3.382775171227914,2.6628499179851772,2.671525550001008
2016-09-14,115.41000366210938,116.47000122070312,115.37999725341795,115.83999633789062,109.54644775390624,28221800,213.1499938964844,180.42999267578125,120.5999984741211,0.004770538797777002,-0.0003751903233955023,-0.0020465175316984885,0.0001658371434960504,116.51111094156902,116.77250022888184,115.10240051269531,111.25620025634765,109.09255031585694,No Cross,No Cross,116.77250022888184,118.50104576275051,115.04395469501317,-1.0789462848620122,0,0,45.09198960280344,42.09182018471468,0,0,0.18162367216534392,0.5311911834538806,0,0,-0.17191000350453844,2.1536916410631046,1,1,1,2.1926804176672032,2.356701867436639,2.5466200542962003
2016-09-15,115.87000274658205,117.81999969482422,115.86000061035156,117.63999938964844,111.24864959716795,38521400,215.27999877929688,182.25999450683597,122.04000091552734,0.015538700868976463,0.009992985896339679,0.010142448070388665,0.01194031890236924,116.61111111111111,116.79150009155273,115.28920043945313,111.3428002166748,109.11065032958984,No Cross,No Cross,116.79150009155273,118.55068995810491,115.03231022500056,0.9646477781942565,0,0,54.521504980206444,52.28503821792318,0,0,0.2717525597249022,0.479303458708085,0,0,0.6740539558582448,2.5940231628978405,1,1,1,0.17000760734429132,1.581095392725107,0.9265589705375943
2016-09-16,117.22000122070312,117.41000366210938,116.70999908447266,117.29000091552734,111.1955795288086,27596500,213.3699951171875,180.97000122070312,121.86000061035156,-0.002975165555397785,-0.00887218354208319,-0.007077764320268631,-0.0014749287432435088,116.62999979654948,116.79150009155273,115.46260040283204,111.43120025634765,109.12130031585693,No Cross,No Cross,116.79150009155273,118.55068995810491,115.03231022500056,0.5667390808152141,0,0,52.20398508937998,50.114937959225614,0,0,0.3113493590542191,0.4457126387773118,0,0,0.32223459033857704,2.7524030915453634,-1,1,1,-0.16199372488971964,1.423819725389941,1.0060536243201357
2016-09-19,117.58999633789062,117.9499969482422,116.5500030517578,116.77999877929688,110.7120590209961,16222900,213.41000366210935,180.97999572753903,122.66999816894533,-0.004348214956514274,0.00018750783070453636,5.522742315577922e-05,0.006646951867198325,116.51111094156902,116.76749992370605,115.59220031738282,111.52320022583008,109.1329503250122,No Cross,No Cross,116.76749992370605,118.5128200203879,115.0221798270242,0.014322708613259875,0,0,49.328843596108044,48.11529020758395,0,0,0.29814042049265765,0.41619819512038103,0,0,-0.3025307505764685,2.310266061860977,1,1,1,0.17982453045706226,3.151224819012577,2.0894009821130544
2016-09-20,117.1999969482422,117.4800033569336,116.8000030517578,117.0,110.92061614990234,18078600,213.4199981689453,181.0500030517578,122.1500015258789,0.0018838946994588213,4.68324195888048e-05,0.00038682354885333226,-0.004238987941862171,116.4088889227973,116.75,115.7136003112793,111.63040023803711,109.15540031433106,No Cross,No Cross,116.75,118.47765752070825,115.02234247929175,0.2894092110310304,0,0,51.87075955329089,49.052469906417485,0,0,0.3019438803025878,0.39334733215682244,0,0,0.3736642111596189,2.583070348434513,-1,1,1,-0.7606832390157581,2.7435889610877506,0.4444415752704378
2016-09-21,117.5,118.31999969482422,116.80999755859376,118.1500015258789,112.01087951660156,31546800,215.82000732421875,182.66000366210935,123.91999816894533,0.009829072870759958,0.011245474537833866,0.008892574334236736,0.014490353016421542,116.51111094156902,116.77950019836426,115.84680038452149,111.75470024108887,109.17045032501221,No Cross,No Cross,116.77950019836426,118.58384031162619,114.97516008510233,1.5191163987780802,0,0,56.684906028414325,52.70637049334002,0,0,0.39322085651663485,0.39332203702878493,0,0,-0.21464229747620855,2.5033138610466743,-1,1,-1,-2.513754703636284,1.9043588412541501,-0.6178614875207433
2016-09-22,118.83999633789062,119.22000122070312,118.72000122070312,119.08999633789062,112.90203094482422,22614400,217.17999267578125,183.66000366210935,125.6999969482422,0.007955944137722382,0.006301479498698415,0.005474652249815026,0.014364096236267887,117.0455551147461,116.8939998626709,116.00420028686523,111.87840019226074,109.19280029296876,No Cross,No Cross,116.8939998626709,118.97347722574438,114.81452249959742,2.1120657663462414,1,0,58.74906336828392,54.93229955246767,0,0,0.535238348736371,0.42170529937030216,1,0,-1.3473205859144466,2.9066575273602235,-1,1,-1,-4.232087867257128,0.42824935083838334,-1.7549722077081387
2016-09-23,119.0,119.0,118.16000366210938,118.33000183105467,112.18152618408205,22213400,215.9900054931641,182.4199981689453,124.80999755859376,-0.006381682174879222,-0.005479267072237337,-0.006751636003695993,-0.007080345356053619,117.26777733696832,116.97999992370606,116.13120025634765,112.00440017700195,109.21130031585693,No Cross,No Cross,116.97999992370606,119.15030671064049,114.80969313677163,1.2440655076746039,0,0,54.38088329780119,54.932299552467725,0,0,0.5797796899730514,0.453320177490852,0,0,-1.211484392445894,3.115792568714626,-1,1,-1,-3.9550411837714905,1.4873611760344518,-1.005664178984178
2016-09-26,117.66000366210938,117.8000030517578,117.16999816894533,117.33999633789062,111.24295806884766,16403900,214.2400054931641,180.75,123.2300033569336,-0.008366479150211825,-0.008102226748891828,-0.009154688004100686,-0.012659195838205406,117.4955546061198,117.00799980163575,116.24200012207031,112.12730010986328,109.23355030059814,No Cross,No Cross,117.00799980163575,119.18188872325909,114.8341108800124,0.30544020253524323,0,0,48.1876256315127,52.2378781018101,0,0,0.5290947790659288,0.46847509780586744,0,0,-0.7316808056569535,2.889756831437895,-1,1,-1,-0.8437002681666583,2.7356458275519913,-0.4431537917975015
2016-09-27,117.26000213623048,118.55999755859376,117.1500015258789,118.5,112.34269714355467,20238400,215.57000732421875,182.0,123.7300033569336,0.009885833460988369,0.006207999425658528,0.006915629322268302,0.004057453431627112,117.79111056857639,117.08599967956543,116.36120010375977,112.26210014343262,109.25905029296875,No Cross,No Cross,117.08599967956543,119.35928981959894,114.81270953953192,1.2440121879152009,0,0,51.91293433689703,54.9711009170266,0,0,0.5758907133204616,0.48995822090878627,0,0,0.4122722529720013,3.1030316016835036,-1,1,-1,-1.172995265526111,1.6540076662216574,-0.5400838731210444
2016-09-28,118.6500015258789,118.7699966430664,118.08999633789062,118.6999969482422,112.53231811523438,14794300,216.63999938964844,183.1000061035156,124.68000030517578,0.0016877379598498887,0.00496354793837539,0.006043989579755937,0.007677983694073465,117.90888807508681,117.19299964904785,116.49260009765625,112.3933000946045,109.29860027313232,No Cross,No Cross,117.19299964904785,119.56150383485215,114.82449546324355,1.2725308304089864,0,0,55.01020112573835,55.07495639716514,0,0,0.6219455099515159,0.5163556787173322,0,0,-0.45309533469581886,2.8415977533556402,-1,1,-1,-0.8845791485749821,1.1962980917000543,-0.716089718596824
